id,flight_number,airline_code,airline_name,origin_code,origin_name,origin_city,origin_country,destination_code,destination_name,destination_city,destination_country,departure_datetime,arrival_datetime,duration,aircraft_type,aircraft_name,status,total_seats,available_seats,economy_fare,premium_economy_fare,business_fare,first_fare
F00349,QF960,QF,Qantas,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-14 20:30,2025-06-15 09:56,13h 45m,B777,Boeing 777,Scheduled,300,11,849,1273,2122,3396
F00350,AA183,AA,American Airlines,SIN,Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,2025-06-18 03:15,2025-06-18 09:50,6h 55m,A350,Airbus A350,In Air,325,46,498,747,1245,1992
F00351,AA605,AA,American Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-02 15:30,2025-07-02 19:20,3h 25m,B747,Boeing 747,Delayed,410,185,290,435,725,1160
F00352,AI364,AI,Air India,SIN,Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,2025-07-03 03:45,2025-07-03 13:13,9h 36m,A350,Airbus A350,Scheduled,325,69,604,906,1510,2416
F00353,JL324,JL,Japan Airlines,HND,Haneda Airport,Tokyo,Japan,LHR,Heathrow Airport,London,UK,2025-06-14 10:30,2025-06-14 15:10,4h 2m,A380,Airbus A380,Cancelled,525,126,265,397,662,1060
F00354,JL907,JL,Japan Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SIN,Changi Airport,Singapore,Singapore,2025-06-24 20:15,2025-06-25 05:17,9h 56m,A380,Airbus A380,Scheduled,525,297,524,786,1310,2096
F00355,AI912,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-07-04 15:00,2025-07-04 18:14,3h 47m,A380,Airbus A380,Scheduled,525,403,333,499,832,1332
F00356,JL254,JL,Japan Airlines,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-07-08 07:45,2025-07-08 11:59,4h 28m,A350,Airbus A350,Scheduled,325,316,371,556,927,1484
F00357,QF871,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,SIN,Changi Airport,Singapore,Singapore,2025-07-10 01:45,2025-07-10 06:10,4h 20m,B777,Boeing 777,Scheduled,300,97,389,583,972,1556
F00358,AI359,AI,Air India,HND,Haneda Airport,Tokyo,Japan,CDG,Charles de Gaulle Airport,Paris,France,2025-06-16 02:30,2025-06-16 14:17,11h 40m,A350,Airbus A350,Scheduled,325,12,617,925,1542,2468
F00359,AI552,AI,Air India,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-07-07 18:15,2025-07-08 05:27,11h 5m,A320,Airbus A320,Scheduled,180,157,652,978,1630,2608
F00360,JL658,JL,Japan Airlines,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-08 06:00,2025-07-08 15:07,9h 57m,B747,Boeing 747,Cancelled,410,98,576,864,1440,2304
F00361,AA485,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-11 20:45,2025-07-12 10:00,13h 3m,B787,Boeing 787,Scheduled,250,226,708,1062,1770,2832
F00362,JL425,JL,Japan Airlines,CDG,Charles de Gaulle Airport,Paris,France,DXB,Dubai International Airport,Dubai,UAE,2025-07-07 02:00,2025-07-07 09:20,7h 48m,A350,Airbus A350,Scheduled,325,307,445,667,1112,1780
F00363,AI258,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-16 16:30,2025-06-17 03:27,10h 23m,A380,Airbus A380,Scheduled,525,516,592,888,1480,2368
F00364,SQ486,SQ,Singapore Airlines,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-06-22 08:15,2025-06-22 16:30,8h 32m,B747,Boeing 747,Scheduled,410,62,551,826,1377,2204
F00365,UA226,UA,United Airlines,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-06-22 23:15,2025-06-23 09:45,10h 46m,B787,Boeing 787,Scheduled,250,35,659,988,1647,2636
F00366,AI317,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-06-19 21:00,2025-06-20 01:03,4h 52m,B787,Boeing 787,Cancelled,250,85,340,510,850,1360
F00367,AA313,AA,American Airlines,SIN,Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,2025-07-12 20:30,2025-07-13 06:50,10h 5m,B777,Boeing 777,Boarding,300,260,656,984,1640,2624
F00368,UA783,UA,United Airlines,LHR,Heathrow Airport,London,UK,SYD,Sydney Airport,Sydney,Australia,2025-06-16 17:00,2025-06-17 07:50,14h 35m,B747,Boeing 747,Scheduled,410,217,845,1267,2112,3380
F00369,SQ409,SQ,Singapore Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SIN,Changi Airport,Singapore,Singapore,2025-06-30 07:15,2025-06-30 17:57,10h 40m,A350,Airbus A350,In Air,325,121,670,1005,1675,2680
F00370,AA976,AA,American Airlines,LHR,Heathrow Airport,London,UK,ORD,O'Hare International Airport,Chicago,USA,2025-06-30 16:15,2025-07-01 06:35,14h 56m,B787,Boeing 787,Scheduled,250,96,874,1311,2185,3496
F00371,EK146,EK,Emirates,SIN,Changi Airport,Singapore,Singapore,ORD,O'Hare International Airport,Chicago,USA,2025-07-03 23:15,2025-07-04 13:15,14h 37m,B787,Boeing 787,Scheduled,250,98,879,1318,2197,3516
F00372,AF266,AF,Air France,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-06-26 20:45,2025-06-27 10:01,13h 7m,A380,Airbus A380,Boarding,525,404,708,1062,1770,2832
F00373,AI677,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-06-23 10:45,2025-06-23 22:49,12h 51m,A320,Airbus A320,Scheduled,180,73,673,1009,1682,2692
F00374,QF604,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,LHR,Heathrow Airport,London,UK,2025-06-22 18:45,2025-06-23 03:05,8h 41m,A320,Airbus A320,Scheduled,180,145,575,862,1437,2300
F00375,AA155,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-06-30 02:00,2025-06-30 08:38,6h 43m,A380,Airbus A380,Scheduled,525,58,425,637,1062,1700
F00376,BA394,BA,British Airways,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,2025-06-14 08:45,2025-06-14 20:03,11h 52m,B787,Boeing 787,Landed,250,17,666,999,1665,2664
F00377,DL790,DL,Delta Air Lines,CDG,Charles de Gaulle Airport,Paris,France,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-02 03:00,2025-07-02 17:14,14h 50m,B747,Boeing 747,Scheduled,410,115,881,1321,2202,3524
F00378,AI329,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-12 10:15,2025-07-12 20:05,9h 24m,A320,Airbus A320,In Air,180,174,601,901,1502,2404
F00379,AA427,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,2025-06-28 09:15,2025-06-28 12:42,3h 57m,A330,Airbus A330,Cancelled,290,221,326,489,815,1304
F00380,EK437,EK,Emirates,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-20 09:15,2025-06-20 22:42,13h 0m,B777,Boeing 777,Boarding,300,289,765,1147,1912,3060
F00381,AI902,AI,Air India,ORD,O'Hare International Airport,Chicago,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-01 19:45,2025-07-02 07:48,12h 6m,B777,Boeing 777,Delayed,300,199,745,1117,1862,2980
F00382,BA979,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-23 05:15,2025-06-23 10:06,4h 33m,A330,Airbus A330,Scheduled,290,106,306,459,765,1224
F00383,BA968,BA,British Airways,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-06-16 23:30,2025-06-17 06:05,6h 52m,A330,Airbus A330,Scheduled,290,170,499,748,1247,1996
F00384,AF771,AF,Air France,SYD,Sydney Airport,Sydney,Australia,CDG,Charles de Gaulle Airport,Paris,France,2025-06-29 10:45,2025-06-29 21:13,10h 41m,B787,Boeing 787,Cancelled,250,117,652,978,1630,2608
F00385,EK134,EK,Emirates,CDG,Charles de Gaulle Airport,Paris,France,HND,Haneda Airport,Tokyo,Japan,2025-06-30 05:30,2025-06-30 11:38,6h 55m,B787,Boeing 787,Scheduled,250,124,460,690,1150,1840
F00386,AF487,AF,Air France,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-09 22:00,2025-07-10 07:17,9h 10m,B747,Boeing 747,Landed,410,257,623,934,1557,2492
F00387,AI963,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,2025-07-07 20:30,2025-07-08 08:34,12h 54m,B737,Boeing 737,Cancelled,180,173,692,1038,1730,2768
F00388,EK650,EK,Emirates,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-06-21 19:00,2025-06-21 20:46,1h 43m,A350,Airbus A350,Scheduled,325,118,228,342,570,912
F00389,AI104,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-12 20:30,2025-07-13 07:06,10h 38m,A350,Airbus A350,Landed,325,28,630,945,1575,2520
F00390,SQ544,SQ,Singapore Airlines,ORD,O'Hare International Airport,Chicago,USA,DXB,Dubai International Airport,Dubai,UAE,2025-06-16 17:30,2025-06-17 05:43,12h 50m,A330,Airbus A330,Scheduled,290,180,685,1027,1712,2740
F00391,UA598,UA,United Airlines,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-06-20 10:45,2025-06-20 13:56,3h 42m,A330,Airbus A330,Scheduled,290,53,338,507,845,1352
F00392,AI199,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-07-01 09:30,2025-07-01 22:11,12h 25m,B787,Boeing 787,Cancelled,250,240,727,1090,1817,2908
F00393,EK976,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,SIN,Changi Airport,Singapore,Singapore,2025-06-25 02:30,2025-06-25 11:47,9h 3m,B777,Boeing 777,Scheduled,300,107,514,771,1285,2056
F00394,AA879,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-06-16 01:30,2025-06-16 03:16,1h 35m,A380,Airbus A380,Landed,525,432,241,361,602,964
F00395,AF926,AF,Air France,SYD,Sydney Airport,Sydney,Australia,CDG,Charles de Gaulle Airport,Paris,France,2025-06-27 06:30,2025-06-27 21:03,14h 19m,B777,Boeing 777,Landed,300,162,785,1177,1962,3140
F00396,BA604,BA,British Airways,DEL,Indira Gandhi International Airport,Delhi,India,HND,Haneda Airport,Tokyo,Japan,2025-07-10 07:00,2025-07-10 13:24,6h 46m,A350,Airbus A350,Scheduled,325,78,394,591,985,1576
F00397,AF736,AF,Air France,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-06-24 14:45,2025-06-24 20:13,5h 6m,B787,Boeing 787,Scheduled,250,244,310,465,775,1240
F00398,BA620,BA,British Airways,DXB,Dubai International Airport,Dubai,UAE,HND,Haneda Airport,Tokyo,Japan,2025-07-10 20:15,2025-07-11 04:42,8h 39m,B747,Boeing 747,Scheduled,410,34,552,828,1380,2208
F00399,QF322,QF,Qantas,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-07-02 01:30,2025-07-02 14:12,12h 35m,B737,Boeing 737,Scheduled,180,30,675,1012,1687,2700
F00400,EK105,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,SIN,Changi Airport,Singapore,Singapore,2025-06-19 07:15,2025-06-19 12:40,5h 56m,B747,Boeing 747,Scheduled,410,177,324,486,810,1296
F00401,AF218,AF,Air France,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-06-30 06:00,2025-06-30 10:17,4h 19m,B787,Boeing 787,Scheduled,250,21,372,558,930,1488
F00402,AI595,AI,Air India,LAX,Los Angeles International Airport,Los Angeles,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-06-25 18:00,2025-06-25 19:09,1h 10m,B787,Boeing 787,Delayed,250,142,150,225,375,600
F00403,QF270,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-18 13:15,2025-06-18 21:07,7h 51m,B777,Boeing 777,Scheduled,300,254,467,700,1167,1868
F00404,SQ291,SQ,Singapore Airlines,HND,Haneda Airport,Tokyo,Japan,SIN,Changi Airport,Singapore,Singapore,2025-06-17 13:30,2025-06-18 04:06,14h 29m,A350,Airbus A350,Scheduled,325,142,758,1137,1895,3032
F00405,QF360,QF,Qantas,ORD,O'Hare International Airport,Chicago,USA,SIN,Changi Airport,Singapore,Singapore,2025-06-21 06:00,2025-06-21 12:24,6h 10m,A380,Airbus A380,Scheduled,525,421,397,595,992,1588
F00406,UA199,UA,United Airlines,HND,Haneda Airport,Tokyo,Japan,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-08 14:30,2025-07-09 05:08,14h 43m,B737,Boeing 737,Scheduled,180,153,847,1270,2117,3388
F00407,AF299,AF,Air France,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-07-05 01:45,2025-07-05 13:04,11h 5m,A330,Airbus A330,Delayed,290,195,713,1069,1782,2852
F00408,DL215,DL,Delta Air Lines,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-06-15 03:15,2025-06-15 16:59,13h 19m,A350,Airbus A350,Scheduled,325,255,830,1245,2075,3320
F00409,EK766,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,2025-06-15 22:00,2025-06-16 08:33,10h 14m,A350,Airbus A350,Scheduled,325,139,564,846,1410,2256
F00410,QF842,QF,Qantas,CDG,Charles de Gaulle Airport,Paris,France,DXB,Dubai International Airport,Dubai,UAE,2025-06-26 10:45,2025-06-26 22:20,11h 1m,A320,Airbus A320,Scheduled,180,64,677,1015,1692,2708
F00411,UA733,UA,United Airlines,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-16 13:30,2025-06-16 14:31,1h 4m,B787,Boeing 787,Cancelled,250,239,178,267,445,712
F00412,EK240,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-07-09 23:30,2025-07-10 14:08,14h 6m,B747,Boeing 747,In Air,410,188,858,1287,2145,3432
F00413,AF295,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,SIN,Changi Airport,Singapore,Singapore,2025-06-18 12:45,2025-06-18 21:15,8h 29m,A320,Airbus A320,In Air,180,169,557,835,1392,2228
F00414,UA230,UA,United Airlines,LHR,Heathrow Airport,London,UK,ORD,O'Hare International Airport,Chicago,USA,2025-06-22 13:30,2025-06-22 18:07,4h 4m,B737,Boeing 737,Scheduled,180,67,349,523,872,1396
F00415,AA884,AA,American Airlines,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-06-26 01:30,2025-06-26 13:32,12h 14m,B787,Boeing 787,Cancelled,250,84,713,1069,1782,2852
F00416,EK705,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-18 05:15,2025-06-18 16:11,10h 23m,B777,Boeing 777,Scheduled,300,168,668,1002,1670,2672
F00417,UA369,UA,United Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-06-16 06:15,2025-06-16 20:50,14h 31m,A330,Airbus A330,Scheduled,290,15,828,1242,2070,3312
F00418,AI915,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-07-13 03:15,2025-07-13 06:28,3h 48m,B737,Boeing 737,Landed,180,82,303,454,757,1212
F00419,AA473,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,2025-07-01 22:15,2025-07-02 07:43,9h 54m,B777,Boeing 777,Cancelled,300,86,566,849,1415,2264
F00420,AI322,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,DXB,Dubai International Airport,Dubai,UAE,2025-07-13 14:30,2025-07-14 03:39,13h 33m,B787,Boeing 787,In Air,250,159,798,1197,1995,3192
F00421,EK337,EK,Emirates,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-07-10 19:45,2025-07-11 10:39,14h 48m,A330,Airbus A330,Delayed,290,139,752,1128,1880,3008
F00422,EK991,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,2025-06-24 04:45,2025-06-24 08:39,3h 45m,A380,Airbus A380,Scheduled,525,19,335,502,837,1340
F00423,AI938,AI,Air India,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-06-26 20:45,2025-06-27 11:16,14h 49m,A320,Airbus A320,Boarding,180,167,764,1146,1910,3056
F00424,UA478,UA,United Airlines,CDG,Charles de Gaulle Airport,Paris,France,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-19 02:30,2025-06-19 12:59,10h 27m,A330,Airbus A330,Delayed,290,145,626,939,1565,2504
F00425,AF495,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,ORD,O'Hare International Airport,Chicago,USA,2025-07-05 19:00,2025-07-05 22:53,3h 23m,A320,Airbus A320,Scheduled,180,147,264,396,660,1056
F00426,DL404,DL,Delta Air Lines,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-06-20 12:00,2025-06-20 18:41,6h 18m,A380,Airbus A380,Scheduled,525,161,489,733,1222,1956
F00427,EK977,EK,Emirates,LHR,Heathrow Airport,London,UK,SYD,Sydney Airport,Sydney,Australia,2025-07-07 20:15,2025-07-08 01:36,5h 2m,B737,Boeing 737,Cancelled,180,30,337,505,842,1348
F00428,QF968,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,CDG,Charles de Gaulle Airport,Paris,France,2025-06-14 22:30,2025-06-15 12:52,14h 40m,A380,Airbus A380,Delayed,525,284,762,1143,1905,3048
F00429,JL203,JL,Japan Airlines,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-06-18 12:45,2025-06-19 00:12,11h 24m,B787,Boeing 787,Scheduled,250,170,606,909,1515,2424
F00430,JL677,JL,Japan Airlines,ORD,O'Hare International Airport,Chicago,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-27 04:30,2025-06-27 13:33,9h 47m,B737,Boeing 737,Cancelled,180,69,636,954,1590,2544
F00431,AA946,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,CDG,Charles de Gaulle Airport,Paris,France,2025-07-04 04:00,2025-07-04 13:56,9h 50m,A330,Airbus A330,Delayed,290,43,587,880,1467,2348
F00432,EK191,EK,Emirates,SIN,Changi Airport,Singapore,Singapore,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-26 03:30,2025-06-26 15:45,12h 58m,A350,Airbus A350,Scheduled,325,112,770,1155,1925,3080
F00433,BA134,BA,British Airways,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-06-18 06:30,2025-06-18 18:20,11h 9m,A320,Airbus A320,Delayed,180,56,721,1081,1802,2884
F00434,JL995,JL,Japan Airlines,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-07-07 13:15,2025-07-07 19:33,6h 47m,A320,Airbus A320,Scheduled,180,89,431,646,1077,1724
F00435,BA229,BA,British Airways,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-07-08 15:00,2025-07-09 05:42,14h 26m,A350,Airbus A350,Scheduled,325,92,793,1189,1982,3172
F00436,AF970,AF,Air France,DEL,Indira Gandhi International Airport,Delhi,India,LHR,Heathrow Airport,London,UK,2025-07-01 02:30,2025-07-01 12:25,9h 53m,A330,Airbus A330,In Air,290,0,579,868,1447,2316
F00437,EK469,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-02 20:45,2025-07-03 00:44,3h 14m,A320,Airbus A320,Scheduled,180,137,271,406,677,1084
F00438,AF440,AF,Air France,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-07-10 23:00,2025-07-11 02:11,3h 3m,B747,Boeing 747,Boarding,410,157,286,429,715,1144
F00439,JL611,JL,Japan Airlines,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-07-05 11:30,2025-07-06 00:05,12h 18m,B737,Boeing 737,Scheduled,180,3,707,1060,1767,2828
F00440,SQ339,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-07-12 07:45,2025-07-12 18:06,10h 30m,A380,Airbus A380,Cancelled,525,515,602,903,1505,2408
F00441,SQ655,SQ,Singapore Airlines,ORD,O'Hare International Airport,Chicago,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-25 22:15,2025-06-25 23:32,1h 13m,A320,Airbus A320,Scheduled,180,77,105,157,262,420
F00442,QF595,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,ORD,O'Hare International Airport,Chicago,USA,2025-07-08 06:45,2025-07-08 16:08,9h 2m,A320,Airbus A320,Scheduled,180,8,621,931,1552,2484
F00443,BA678,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-07-02 18:15,2025-07-02 21:41,3h 42m,A320,Airbus A320,Scheduled,180,80,325,487,812,1300
F00444,JL367,JL,Japan Airlines,HND,Haneda Airport,Tokyo,Japan,LHR,Heathrow Airport,London,UK,2025-06-19 10:15,2025-06-19 21:19,11h 10m,B747,Boeing 747,In Air,410,407,695,1042,1737,2780
F00445,QF380,QF,Qantas,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-06-21 05:00,2025-06-21 18:58,13h 52m,B777,Boeing 777,Delayed,300,275,771,1156,1927,3084
F00446,QF562,QF,Qantas,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-06-14 04:00,2025-06-14 08:08,4h 34m,B787,Boeing 787,Delayed,250,162,371,556,927,1484
F00447,AI162,AI,Air India,SYD,Sydney Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,2025-07-10 17:45,2025-07-11 04:40,10h 1m,A350,Airbus A350,Delayed,325,120,649,973,1622,2596
F00448,JL626,JL,Japan Airlines,HND,Haneda Airport,Tokyo,Japan,SIN,Changi Airport,Singapore,Singapore,2025-07-04 01:15,2025-07-04 11:47,10h 13m,B787,Boeing 787,Scheduled,250,111,655,982,1637,2620
F00449,AA498,AA,American Airlines,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-06-15 14:00,2025-06-16 02:20,12h 0m,B787,Boeing 787,In Air,250,197,722,1083,1805,2888
F00450,AF806,AF,Air France,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-06-24 07:15,2025-06-24 16:20,9h 44m,B777,Boeing 777,In Air,300,281,553,829,1382,2212
F00451,BA144,BA,British Airways,DEL,Indira Gandhi International Airport,Delhi,India,ORD,O'Hare International Airport,Chicago,USA,2025-06-17 23:30,2025-06-18 03:59,4h 32m,A320,Airbus A320,Landed,180,177,331,496,827,1324
F00452,AA544,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-07-06 07:45,2025-07-06 19:53,12h 19m,B787,Boeing 787,Boarding,250,63,721,1081,1802,2884
F00453,AF803,AF,Air France,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-07-10 09:30,2025-07-10 14:57,5h 35m,A330,Airbus A330,Landed,290,147,389,583,972,1556
F00454,BA900,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,HND,Haneda Airport,Tokyo,Japan,2025-07-10 02:30,2025-07-10 05:54,3h 50m,A320,Airbus A320,Scheduled,180,82,272,408,680,1088
F00455,UA106,UA,United Airlines,SIN,Changi Airport,Singapore,Singapore,HND,Haneda Airport,Tokyo,Japan,2025-06-26 16:00,2025-06-26 23:01,7h 29m,B777,Boeing 777,Boarding,300,77,425,637,1062,1700
F00456,EK778,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,2025-06-19 12:45,2025-06-19 17:21,4h 49m,B787,Boeing 787,In Air,250,173,291,436,727,1164
F00457,AF134,AF,Air France,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-06-23 17:45,2025-06-24 02:30,8h 39m,A320,Airbus A320,Scheduled,180,174,478,717,1195,1912
F00458,AF725,AF,Air France,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-07-13 19:00,2025-07-13 22:39,3h 37m,B787,Boeing 787,Scheduled,250,27,299,448,747,1196
F00459,AA778,AA,American Airlines,HND,Haneda Airport,Tokyo,Japan,CDG,Charles de Gaulle Airport,Paris,France,2025-07-08 13:00,2025-07-08 20:40,7h 59m,A320,Airbus A320,Scheduled,180,180,531,796,1327,2124
F00460,JL227,JL,Japan Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-06-20 02:15,2025-06-20 11:47,9h 51m,B787,Boeing 787,Scheduled,250,34,538,807,1345,2152
F00461,AI848,AI,Air India,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-29 10:30,2025-06-30 00:38,14h 5m,A380,Airbus A380,Boarding,525,27,818,1227,2045,3272
F00462,AI249,AI,Air India,DEL,Indira Gandhi International Airport,Delhi,India,LHR,Heathrow Airport,London,UK,2025-06-30 13:15,2025-07-01 01:07,11h 28m,A330,Airbus A330,Scheduled,290,86,606,909,1515,2424
F00463,QF706,QF,Qantas,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-07-09 14:30,2025-07-10 00:43,10h 52m,B787,Boeing 787,Delayed,250,11,588,882,1470,2352
F00464,AF737,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,HND,Haneda Airport,Tokyo,Japan,2025-07-12 13:30,2025-07-12 22:23,8h 6m,B787,Boeing 787,Landed,250,41,599,898,1497,2396
F00465,AA847,AA,American Airlines,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-06-17 20:15,2025-06-18 10:59,14h 5m,A380,Airbus A380,Scheduled,525,377,784,1176,1960,3136
F00466,JL533,JL,Japan Airlines,SYD,Sydney Airport,Sydney,Australia,LHR,Heathrow Airport,London,UK,2025-07-10 11:00,2025-07-10 14:22,3h 49m,A330,Airbus A330,Landed,290,235,232,348,580,928
